,,,,
AREA_ID,AREA_NAME,PARENT_NAME,PARENT_PARENT_Name,AREA_Parent_PP_NAME
116136,Mantangon,IGBARAS,ILOILO,Mantangon_IGBARAS_ILOILO
116137,Mulangan,IGBARAS,ILOILO,Mulangan_IGBARAS_ILOILO
116138,Pasong,IGBARAS,ILOILO,Pasong_IGBARAS_ILOILO
116139,Passi,IGBARAS,ILOILO,Passi_IGBARAS_ILOILO
116140,Pinaopawan,IGBARAS,ILOILO,Pinaopawan_IGBARAS_ILOILO
116141,Paludpud,LA PAZ,TARLAC,Paludpud_LA PAZ_TARLAC
116142,Rizal,LA PAZ,TARLAC,Rizal_LA PAZ_TARLAC
116143,San Isidro (Pob.),LA PAZ,TARLAC,San Isidro (Pob.)_LA PAZ_TARLAC
116144,San Roque (Pob.),LA PAZ,TARLAC,San Roque (Pob.)_LA PAZ_TARLAC
116145,Sierra,LA PAZ,TARLAC,Sierra_LA PAZ_TARLAC
116146,MAYANTOC,TARLAC,REGION III (CENTRAL LUZON),MAYANTOC_TARLAC_REGION III (CENTRAL LUZON)
116147,Ambalingit,MAYANTOC,TARLAC,Ambalingit_MAYANTOC_TARLAC
116148,Baybayaoas,MAYANTOC,TARLAC,Baybayaoas_MAYANTOC_TARLAC
116149,Bigbiga,MAYANTOC,TARLAC,Bigbiga_MAYANTOC_TARLAC
116150,Binbinaca,MAYANTOC,TARLAC,Binbinaca_MAYANTOC_TARLAC
116151,Calayo,NASUGBU,BATANGAS,Calayo_NASUGBU_BATANGAS
116152,Catandaan,NASUGBU,BATANGAS,Catandaan_NASUGBU_BATANGAS
116153,Kaylaway,NASUGBU,BATANGAS,Kaylaway_NASUGBU_BATANGAS
116154,Kayrilaw,NASUGBU,BATANGAS,Kayrilaw_NASUGBU_BATANGAS
116155,Cogunan,NASUGBU,BATANGAS,Cogunan_NASUGBU_BATANGAS
116156,Dayap,NASUGBU,BATANGAS,Dayap_NASUGBU_BATANGAS
116157,Latag,NASUGBU,BATANGAS,Latag_NASUGBU_BATANGAS
116158,Looc,NASUGBU,BATANGAS,Looc_NASUGBU_BATANGAS
116159,Lumbangan,NASUGBU,BATANGAS,Lumbangan_NASUGBU_BATANGAS
116160,Malapad Na Bato,NASUGBU,BATANGAS,Malapad Na Bato_NASUGBU_BATANGAS
116161,Barangay 1 Poblacion,IGBARAS,ILOILO,Barangay 1 Poblacion_IGBARAS_ILOILO
116162,Barangay 2 Poblacion,IGBARAS,ILOILO,Barangay 2 Poblacion_IGBARAS_ILOILO
116163,Barangay 3 Poblacion,IGBARAS,ILOILO,Barangay 3 Poblacion_IGBARAS_ILOILO
116164,Barangay 4 Poblacion,IGBARAS,ILOILO,Barangay 4 Poblacion_IGBARAS_ILOILO
116165,Barangay 5 Poblacion,IGBARAS,ILOILO,Barangay 5 Poblacion_IGBARAS_ILOILO
116166,Barangay 6 Poblacion,IGBARAS,ILOILO,Barangay 6 Poblacion_IGBARAS_ILOILO
116167,Riro-an,IGBARAS,ILOILO,Riro-an_IGBARAS_ILOILO
116168,San Ambrosio,IGBARAS,ILOILO,San Ambrosio_IGBARAS_ILOILO
116169,Santa Barbara,IGBARAS,ILOILO,Santa Barbara_IGBARAS_ILOILO
116170,Signe,IGBARAS,ILOILO,Signe_IGBARAS_ILOILO
116171,Jambawan,LILA,BOHOL,Jambawan_LILA_BOHOL
116172,La Fortuna,LILA,BOHOL,La Fortuna_LILA_BOHOL
116173,Lomanoy,LILA,BOHOL,Lomanoy_LILA_BOHOL
116174,Macalingan,LILA,BOHOL,Macalingan_LILA_BOHOL
116175,Malinao East,LILA,BOHOL,Malinao East_LILA_BOHOL
116176,Malinao West,LILA,BOHOL,Malinao West_LILA_BOHOL
116177,Nagsulay,LILA,BOHOL,Nagsulay_LILA_BOHOL
116178,Poblacion,LILA,BOHOL,Poblacion_LILA_BOHOL
116179,Taug,LILA,BOHOL,Taug_LILA_BOHOL
116180,Tiguis,LILA,BOHOL,Tiguis_LILA_BOHOL
116181,Mataas Na Pulo,NASUGBU,BATANGAS,Mataas Na Pulo_NASUGBU_BATANGAS
116182,Maugat,NASUGBU,BATANGAS,Maugat_NASUGBU_BATANGAS
116183,Munting Indan,NASUGBU,BATANGAS,Munting Indan_NASUGBU_BATANGAS
116184,Natipuan,NASUGBU,BATANGAS,Natipuan_NASUGBU_BATANGAS
116185,Pantalan,NASUGBU,BATANGAS,Pantalan_NASUGBU_BATANGAS
116186,Papaya,NASUGBU,BATANGAS,Papaya_NASUGBU_BATANGAS
116187,Putat,NASUGBU,BATANGAS,Putat_NASUGBU_BATANGAS
116188,Reparo,NASUGBU,BATANGAS,Reparo_NASUGBU_BATANGAS
116189,Talangan,NASUGBU,BATANGAS,Talangan_NASUGBU_BATANGAS
116190,Tumalim,NASUGBU,BATANGAS,Tumalim_NASUGBU_BATANGAS
116191,Calabtangan,MAYANTOC,TARLAC,Calabtangan_MAYANTOC_TARLAC
116192,Caocaoayan,MAYANTOC,TARLAC,Caocaoayan_MAYANTOC_TARLAC
116193,Carabaoan,MAYANTOC,TARLAC,Carabaoan_MAYANTOC_TARLAC
116194,Cubcub,MAYANTOC,TARLAC,Cubcub_MAYANTOC_TARLAC
116195,Gayonggayong,MAYANTOC,TARLAC,Gayonggayong_MAYANTOC_TARLAC
116196,Gossood,MAYANTOC,TARLAC,Gossood_MAYANTOC_TARLAC
116197,Labney,MAYANTOC,TARLAC,Labney_MAYANTOC_TARLAC
116198,Mamonit,MAYANTOC,TARLAC,Mamonit_MAYANTOC_TARLAC
116199,Maniniog,MAYANTOC,TARLAC,Maniniog_MAYANTOC_TARLAC
116200,Mapandan,MAYANTOC,TARLAC,Mapandan_MAYANTOC_TARLAC
116201,LOAY,BOHOL,REGION VII (CENTRAL VISAYAS),LOAY_BOHOL_REGION VII (CENTRAL VISAYAS)
116202,Agape,LOAY,BOHOL,Agape_LOAY_BOHOL
116203,Alegria Norte,LOAY,BOHOL,Alegria Norte_LOAY_BOHOL
116204,Alegria Sur,LOAY,BOHOL,Alegria Sur_LOAY_BOHOL
116205,Bonbon,LOAY,BOHOL,Bonbon_LOAY_BOHOL
116206,Botoc Occidental,LOAY,BOHOL,Botoc Occidental_LOAY_BOHOL
116207,Botoc Oriental,LOAY,BOHOL,Botoc Oriental_LOAY_BOHOL
116208,Calvario,LOAY,BOHOL,Calvario_LOAY_BOHOL
116209,Concepcion,LOAY,BOHOL,Concepcion_LOAY_BOHOL
116210,Hinawanan,LOAY,BOHOL,Hinawanan_LOAY_BOHOL
116211,Utod,NASUGBU,BATANGAS,Utod_NASUGBU_BATANGAS
116212,Wawa,NASUGBU,BATANGAS,Wawa_NASUGBU_BATANGAS
116213,Barangay 1 (Pob.),NASUGBU,BATANGAS,Barangay 1 (Pob.)_NASUGBU_BATANGAS
116214,PADRE GARCIA,BATANGAS,REGION IV-A (CALABARZON),PADRE GARCIA_BATANGAS_REGION IV-A (CALABARZON)
116215,Banaba,PADRE GARCIA,BATANGAS,Banaba_PADRE GARCIA_BATANGAS
116216,Banaybanay,PADRE GARCIA,BATANGAS,Banaybanay_PADRE GARCIA_BATANGAS
116217,Bawi,PADRE GARCIA,BATANGAS,Bawi_PADRE GARCIA_BATANGAS
116218,Bukal,PADRE GARCIA,BATANGAS,Bukal_PADRE GARCIA_BATANGAS
116219,Barang (Borang),PANIQUI,TARLAC,Barang (Borang)_PANIQUI_TARLAC
116220,Brillante,PANIQUI,TARLAC,Brillante_PANIQUI_TARLAC
116221,Tabiac,IGBARAS,ILOILO,Tabiac_IGBARAS_ILOILO
116222,Talayatay,IGBARAS,ILOILO,Talayatay_IGBARAS_ILOILO
116223,Taytay,IGBARAS,ILOILO,Taytay_IGBARAS_ILOILO
116224,Tigbanaba,IGBARAS,ILOILO,Tigbanaba_IGBARAS_ILOILO
116225,CITY OF ILOILO (Capital),ILOILO,REGION VI (WESTERN VISAYAS),CITY OF ILOILO (Capital)_ILOILO_REGION VI (WESTERN VISAYAS)
116226,Santa Cruz,CITY OF ILOILO (Capital),ILOILO,Santa Cruz_CITY OF ILOILO (Capital)_ILOILO
116227,Aguinaldo,CITY OF ILOILO (Capital),ILOILO,Aguinaldo_CITY OF ILOILO (Capital)_ILOILO
116228,Airport (Tabucan Airport),CITY OF ILOILO (Capital),ILOILO,Airport (Tabucan Airport)_CITY OF ILOILO (Capital)_ILOILO
116229,Alalasan Lapuz,CITY OF ILOILO (Capital),ILOILO,Alalasan Lapuz_CITY OF ILOILO (Capital)_ILOILO
116230,Arguelles,CITY OF ILOILO (Capital),ILOILO,Arguelles_CITY OF ILOILO (Capital)_ILOILO
116231,Nambalan,MAYANTOC,TARLAC,Nambalan_MAYANTOC_TARLAC
116232,Pedro L. Quines,MAYANTOC,TARLAC,Pedro L. Quines_MAYANTOC_TARLAC
116233,Pitombayog,MAYANTOC,TARLAC,Pitombayog_MAYANTOC_TARLAC
116234,Poblacion Norte,MAYANTOC,TARLAC,Poblacion Norte_MAYANTOC_TARLAC
116235,Poblacion Sur,MAYANTOC,TARLAC,Poblacion Sur_MAYANTOC_TARLAC
116236,Rotrottooc,MAYANTOC,TARLAC,Rotrottooc_MAYANTOC_TARLAC
116237,San Bartolome,MAYANTOC,TARLAC,San Bartolome_MAYANTOC_TARLAC
116238,San Jose,MAYANTOC,TARLAC,San Jose_MAYANTOC_TARLAC
116239,Taldiapan,MAYANTOC,TARLAC,Taldiapan_MAYANTOC_TARLAC
116240,Tangcarang,MAYANTOC,TARLAC,Tangcarang_MAYANTOC_TARLAC
116241,Burgos,PANIQUI,TARLAC,Burgos_PANIQUI_TARLAC
116242,Cabayaoasan,PANIQUI,TARLAC,Cabayaoasan_PANIQUI_TARLAC
116243,Canan,PANIQUI,TARLAC,Canan_PANIQUI_TARLAC
116244,Carino,PANIQUI,TARLAC,Carino_PANIQUI_TARLAC
116245,Cayanga,PANIQUI,TARLAC,Cayanga_PANIQUI_TARLAC
116246,Colibangbang,PANIQUI,TARLAC,Colibangbang_PANIQUI_TARLAC
116247,Coral,PANIQUI,TARLAC,Coral_PANIQUI_TARLAC
116248,Dapdap,PANIQUI,TARLAC,Dapdap_PANIQUI_TARLAC
116249,Estacion,PANIQUI,TARLAC,Estacion_PANIQUI_TARLAC
116250,Mabilang,PANIQUI,TARLAC,Mabilang_PANIQUI_TARLAC
116251,Manaois,PANIQUI,TARLAC,Manaois_PANIQUI_TARLAC
116252,Matalapitap,PANIQUI,TARLAC,Matalapitap_PANIQUI_TARLAC
116253,Nagmisaan,PANIQUI,TARLAC,Nagmisaan_PANIQUI_TARLAC
116254,Nancamarinan,PANIQUI,TARLAC,Nancamarinan_PANIQUI_TARLAC
116255,Nipaco,PANIQUI,TARLAC,Nipaco_PANIQUI_TARLAC
116256,Patalan,PANIQUI,TARLAC,Patalan_PANIQUI_TARLAC
116257,Poblacion Norte,PANIQUI,TARLAC,Poblacion Norte_PANIQUI_TARLAC
116258,Poblacion Sur,PANIQUI,TARLAC,Poblacion Sur_PANIQUI_TARLAC
116259,Rang-ayan,PANIQUI,TARLAC,Rang-ayan_PANIQUI_TARLAC
116260,Salumague,PANIQUI,TARLAC,Salumague_PANIQUI_TARLAC
116261,Las Salinas Norte,LOAY,BOHOL,Las Salinas Norte_LOAY_BOHOL
116262,Las Salinas Sur,LOAY,BOHOL,Las Salinas Sur_LOAY_BOHOL
116263,Palo,LOAY,BOHOL,Palo_LOAY_BOHOL
116264,Poblacion Ibabao,LOAY,BOHOL,Poblacion Ibabao_LOAY_BOHOL
116265,Poblacion Ubos,LOAY,BOHOL,Poblacion Ubos_LOAY_BOHOL
116266,Sagnap,LOAY,BOHOL,Sagnap_LOAY_BOHOL
116267,Tambangan,LOAY,BOHOL,Tambangan_LOAY_BOHOL
116268,Tangcasan Norte,LOAY,BOHOL,Tangcasan Norte_LOAY_BOHOL
116269,Tangcasan Sur,LOAY,BOHOL,Tangcasan Sur_LOAY_BOHOL
116270,Tayong Occidental,LOAY,BOHOL,Tayong Occidental_LOAY_BOHOL
116271,MONCADA,TARLAC,REGION III (CENTRAL LUZON),MONCADA_TARLAC_REGION III (CENTRAL LUZON)
116272,Ablang-Sapang,MONCADA,TARLAC,Ablang-Sapang_MONCADA_TARLAC
116273,Aringin,MONCADA,TARLAC,Aringin_MONCADA_TARLAC
116274,Atencio,MONCADA,TARLAC,Atencio_MONCADA_TARLAC
116275,Banaoang East,MONCADA,TARLAC,Banaoang East_MONCADA_TARLAC
116276,Banaoang West,MONCADA,TARLAC,Banaoang West_MONCADA_TARLAC
116277,Baquero Norte,MONCADA,TARLAC,Baquero Norte_MONCADA_TARLAC
116278,Baquero Sur,MONCADA,TARLAC,Baquero Sur_MONCADA_TARLAC
116279,Burgos,MONCADA,TARLAC,Burgos_MONCADA_TARLAC
116280,Calamay,MONCADA,TARLAC,Calamay_MONCADA_TARLAC
116281,Arsenal Aduana,CITY OF ILOILO (Capital),ILOILO,Arsenal Aduana_CITY OF ILOILO (Capital)_ILOILO
116282,North Avanceña,CITY OF ILOILO (Capital),ILOILO,North Avanceña_CITY OF ILOILO (Capital)_ILOILO
116283,Bakhaw,CITY OF ILOILO (Capital),ILOILO,Bakhaw_CITY OF ILOILO (Capital)_ILOILO
116284,Balabago,CITY OF ILOILO (Capital),ILOILO,Balabago_CITY OF ILOILO (Capital)_ILOILO
116285,Balantang,CITY OF ILOILO (Capital),ILOILO,Balantang_CITY OF ILOILO (Capital)_ILOILO
116286,Baldoza,CITY OF ILOILO (Capital),ILOILO,Baldoza_CITY OF ILOILO (Capital)_ILOILO
116287,Sinikway (Bangkerohan Lapuz),CITY OF ILOILO (Capital),ILOILO,Sinikway (Bangkerohan Lapuz)_CITY OF ILOILO (Capital)_ILOILO
116288,Bantud,CITY OF ILOILO (Capital),ILOILO,Bantud_CITY OF ILOILO (Capital)_ILOILO
116289,Banuyao,CITY OF ILOILO (Capital),ILOILO,Banuyao_CITY OF ILOILO (Capital)_ILOILO
116290,Baybay Tanza,CITY OF ILOILO (Capital),ILOILO,Baybay Tanza_CITY OF ILOILO (Capital)_ILOILO
116291,Samput,PANIQUI,TARLAC,Samput_PANIQUI_TARLAC
116292,San Carlos,PANIQUI,TARLAC,San Carlos_PANIQUI_TARLAC
116293,San Isidro,PANIQUI,TARLAC,San Isidro_PANIQUI_TARLAC
116294,San Juan de Milla,PANIQUI,TARLAC,San Juan de Milla_PANIQUI_TARLAC
116295,Santa Ines,PANIQUI,TARLAC,Santa Ines_PANIQUI_TARLAC
116296,Sinigpit,PANIQUI,TARLAC,Sinigpit_PANIQUI_TARLAC
116297,Tablang,PANIQUI,TARLAC,Tablang_PANIQUI_TARLAC
116298,Ventenilla,PANIQUI,TARLAC,Ventenilla_PANIQUI_TARLAC
116299,PURA,TARLAC,REGION III (CENTRAL LUZON),PURA_TARLAC_REGION III (CENTRAL LUZON)
116300,Balite,PURA,TARLAC,Balite_PURA_TARLAC
116301,Tayong Oriental,LOAY,BOHOL,Tayong Oriental_LOAY_BOHOL
116302,Tocdog Dacu,LOAY,BOHOL,Tocdog Dacu_LOAY_BOHOL
116303,Tocdog Ilaya,LOAY,BOHOL,Tocdog Ilaya_LOAY_BOHOL
116304,Villalimpia,LOAY,BOHOL,Villalimpia_LOAY_BOHOL
116305,Yanangan,LOAY,BOHOL,Yanangan_LOAY_BOHOL
116306,LOBOC,BOHOL,REGION VII (CENTRAL VISAYAS),LOBOC_BOHOL_REGION VII (CENTRAL VISAYAS)
116307,Agape,LOBOC,BOHOL,Agape_LOBOC_BOHOL
116308,Alegria,LOBOC,BOHOL,Alegria_LOBOC_BOHOL
116309,Bagumbayan,LOBOC,BOHOL,Bagumbayan_LOBOC_BOHOL
116310,Bahian,LOBOC,BOHOL,Bahian_LOBOC_BOHOL
116311,Calapan,MONCADA,TARLAC,Calapan_MONCADA_TARLAC
116312,Camangaan East,MONCADA,TARLAC,Camangaan East_MONCADA_TARLAC
116313,Camangaan West,MONCADA,TARLAC,Camangaan West_MONCADA_TARLAC
116314,Camposanto 1 - Norte,MONCADA,TARLAC,Camposanto 1 - Norte_MONCADA_TARLAC
116315,Camposanto 1 - Sur,MONCADA,TARLAC,Camposanto 1 - Sur_MONCADA_TARLAC
116316,Camposanto 2,MONCADA,TARLAC,Camposanto 2_MONCADA_TARLAC
116317,Capaoayan,MONCADA,TARLAC,Capaoayan_MONCADA_TARLAC
116318,Lapsing,MONCADA,TARLAC,Lapsing_MONCADA_TARLAC
116319,Mabini,MONCADA,TARLAC,Mabini_MONCADA_TARLAC
116320,Maluac,MONCADA,TARLAC,Maluac_MONCADA_TARLAC
116321,Benedicto (Jaro),CITY OF ILOILO (Capital),ILOILO,Benedicto (Jaro)_CITY OF ILOILO (Capital)_ILOILO
116322,Bito-on,CITY OF ILOILO (Capital),ILOILO,Bito-on_CITY OF ILOILO (Capital)_ILOILO
116323,Monica Blumentritt,CITY OF ILOILO (Capital),ILOILO,Monica Blumentritt_CITY OF ILOILO (Capital)_ILOILO
116324,Bolilao,CITY OF ILOILO (Capital),ILOILO,Bolilao_CITY OF ILOILO (Capital)_ILOILO
116325,PASTRANA,LEYTE,REGION VIII (EASTERN VISAYAS),PASTRANA_LEYTE_REGION VIII (EASTERN VISAYAS)
116326,Arabunog,PASTRANA,LEYTE,Arabunog_PASTRANA_LEYTE
116327,Aringit,PASTRANA,LEYTE,Aringit_PASTRANA_LEYTE
116328,Bahay,PASTRANA,LEYTE,Bahay_PASTRANA_LEYTE
116329,Cabaohan,PASTRANA,LEYTE,Cabaohan_PASTRANA_LEYTE
116330,Calsadahay,PASTRANA,LEYTE,Calsadahay_PASTRANA_LEYTE
116331,Buenavista,PURA,TARLAC,Buenavista_PURA_TARLAC
116332,Cadanglaan,PURA,TARLAC,Cadanglaan_PURA_TARLAC
116333,Estipona,PURA,TARLAC,Estipona_PURA_TARLAC
116334,Linao,PURA,TARLAC,Linao_PURA_TARLAC
116335,Maasin,PURA,TARLAC,Maasin_PURA_TARLAC
116336,Matindeg,PURA,TARLAC,Matindeg_PURA_TARLAC
116337,Maungib,PURA,TARLAC,Maungib_PURA_TARLAC
116338,Naya,PURA,TARLAC,Naya_PURA_TARLAC
116339,Nilasin 1st,PURA,TARLAC,Nilasin 1st_PURA_TARLAC
116340,Nilasin 2nd,PURA,TARLAC,Nilasin 2nd_PURA_TARLAC
116341,Bonbon Lower,LOBOC,BOHOL,Bonbon Lower_LOBOC_BOHOL
116342,Bonbon Upper,LOBOC,BOHOL,Bonbon Upper_LOBOC_BOHOL
116343,Buenavista,LOBOC,BOHOL,Buenavista_LOBOC_BOHOL
116344,Bugho,LOBOC,BOHOL,Bugho_LOBOC_BOHOL
116345,Cabadiangan,LOBOC,BOHOL,Cabadiangan_LOBOC_BOHOL
116346,Calunasan Norte,LOBOC,BOHOL,Calunasan Norte_LOBOC_BOHOL
116347,Calunasan Sur,LOBOC,BOHOL,Calunasan Sur_LOBOC_BOHOL
116348,Camayaan,LOBOC,BOHOL,Camayaan_LOBOC_BOHOL
116349,Cambance,LOBOC,BOHOL,Cambance_LOBOC_BOHOL
116350,Candabong,LOBOC,BOHOL,Candabong_LOBOC_BOHOL
116351,Poblacion 1,MONCADA,TARLAC,Poblacion 1_MONCADA_TARLAC
116352,Poblacion 2,MONCADA,TARLAC,Poblacion 2_MONCADA_TARLAC
116353,Poblacion 3,MONCADA,TARLAC,Poblacion 3_MONCADA_TARLAC
116354,Poblacion 4,MONCADA,TARLAC,Poblacion 4_MONCADA_TARLAC
116355,Rizal,MONCADA,TARLAC,Rizal_MONCADA_TARLAC
116356,San Juan,MONCADA,TARLAC,San Juan_MONCADA_TARLAC
116357,San Julian,MONCADA,TARLAC,San Julian_MONCADA_TARLAC
116358,San Leon,MONCADA,TARLAC,San Leon_MONCADA_TARLAC
116359,San Pedro,MONCADA,TARLAC,San Pedro_MONCADA_TARLAC
116360,San Roque,MONCADA,TARLAC,San Roque_MONCADA_TARLAC
116361,Poblacion 1,PURA,TARLAC,Poblacion 1_PURA_TARLAC
116362,Poblacion 2,PURA,TARLAC,Poblacion 2_PURA_TARLAC
116363,Poblacion 3,PURA,TARLAC,Poblacion 3_PURA_TARLAC
116364,Poroc,PURA,TARLAC,Poroc_PURA_TARLAC
116365,Singat,PURA,TARLAC,Singat_PURA_TARLAC
116366,RAMOS,TARLAC,REGION III (CENTRAL LUZON),RAMOS_TARLAC_REGION III (CENTRAL LUZON)
116367,Coral-Iloco,RAMOS,TARLAC,Coral-Iloco_RAMOS_TARLAC
116368,Guiteb,RAMOS,TARLAC,Guiteb_RAMOS_TARLAC
116369,Pance,RAMOS,TARLAC,Pance_RAMOS_TARLAC
116370,Poblacion Center,RAMOS,TARLAC,Poblacion Center_RAMOS_TARLAC
116371,Poblacion North,RAMOS,TARLAC,Poblacion North_RAMOS_TARLAC
116372,Poblacion South,RAMOS,TARLAC,Poblacion South_RAMOS_TARLAC
116373,San Juan,RAMOS,TARLAC,San Juan_RAMOS_TARLAC
116374,San Raymundo,RAMOS,TARLAC,San Raymundo_RAMOS_TARLAC
116375,Toledo,RAMOS,TARLAC,Toledo_RAMOS_TARLAC
116376,SAN CLEMENTE,TARLAC,REGION III (CENTRAL LUZON),SAN CLEMENTE_TARLAC_REGION III (CENTRAL LUZON)
116377,Balloc,SAN CLEMENTE,TARLAC,Balloc_SAN CLEMENTE_TARLAC
116378,Bamban,SAN CLEMENTE,TARLAC,Bamban_SAN CLEMENTE_TARLAC
116379,Casipo,SAN CLEMENTE,TARLAC,Casipo_SAN CLEMENTE_TARLAC
116380,Catagudingan,SAN CLEMENTE,TARLAC,Catagudingan_SAN CLEMENTE_TARLAC
116381,Cancaraja,PASTRANA,LEYTE,Cancaraja_PASTRANA_LEYTE
116382,Caninoan,PASTRANA,LEYTE,Caninoan_PASTRANA_LEYTE
116383,Capilla,PASTRANA,LEYTE,Capilla_PASTRANA_LEYTE
116384,Colawen,PASTRANA,LEYTE,Colawen_PASTRANA_LEYTE
116385,Dumarag,PASTRANA,LEYTE,Dumarag_PASTRANA_LEYTE
116386,Guindapunan,PASTRANA,LEYTE,Guindapunan_PASTRANA_LEYTE
116387,Halaba,PASTRANA,LEYTE,Halaba_PASTRANA_LEYTE
116388,Jones,PASTRANA,LEYTE,Jones_PASTRANA_LEYTE
116389,Lanawan,PASTRANA,LEYTE,Lanawan_PASTRANA_LEYTE
116390,Lima,PASTRANA,LEYTE,Lima_PASTRANA_LEYTE
116391,Candasag,LOBOC,BOHOL,Candasag_LOBOC_BOHOL
116392,Canlasid,LOBOC,BOHOL,Canlasid_LOBOC_BOHOL
116393,Gon-ob,LOBOC,BOHOL,Gon-ob_LOBOC_BOHOL
116394,Gotozon,LOBOC,BOHOL,Gotozon_LOBOC_BOHOL
116395,Jimilian,LOBOC,BOHOL,Jimilian_LOBOC_BOHOL
116396,Oy,LOBOC,BOHOL,Oy_LOBOC_BOHOL
116397,Poblacion Sawang,LOBOC,BOHOL,Poblacion Sawang_LOBOC_BOHOL
116398,Poblacion Ondol,LOBOC,BOHOL,Poblacion Ondol_LOBOC_BOHOL
116399,Quinoguitan,LOBOC,BOHOL,Quinoguitan_LOBOC_BOHOL
116400,Taytay,LOBOC,BOHOL,Taytay_LOBOC_BOHOL
116401,Daldalayap,SAN CLEMENTE,TARLAC,Daldalayap_SAN CLEMENTE_TARLAC
116402,Doclong 1,SAN CLEMENTE,TARLAC,Doclong 1_SAN CLEMENTE_TARLAC
116403,Doclong 2,SAN CLEMENTE,TARLAC,Doclong 2_SAN CLEMENTE_TARLAC
116404,Maasin,SAN CLEMENTE,TARLAC,Maasin_SAN CLEMENTE_TARLAC
116405,Nagsabaran,SAN CLEMENTE,TARLAC,Nagsabaran_SAN CLEMENTE_TARLAC
116406,Pit-ao,SAN CLEMENTE,TARLAC,Pit-ao_SAN CLEMENTE_TARLAC
116407,Poblacion Norte,SAN CLEMENTE,TARLAC,Poblacion Norte_SAN CLEMENTE_TARLAC
116408,Poblacion Sur,SAN CLEMENTE,TARLAC,Poblacion Sur_SAN CLEMENTE_TARLAC
116409,SAN MANUEL,TARLAC,REGION III (CENTRAL LUZON),SAN MANUEL_TARLAC_REGION III (CENTRAL LUZON)
116410,Colubot,SAN MANUEL,TARLAC,Colubot_SAN MANUEL_TARLAC
116411,Santa Lucia East,MONCADA,TARLAC,Santa Lucia East_MONCADA_TARLAC
116412,Santa Lucia West,MONCADA,TARLAC,Santa Lucia West_MONCADA_TARLAC
116413,Santa Maria,MONCADA,TARLAC,Santa Maria_MONCADA_TARLAC
116414,Santa Monica,MONCADA,TARLAC,Santa Monica_MONCADA_TARLAC
116415,Tubectubang,MONCADA,TARLAC,Tubectubang_MONCADA_TARLAC
116416,Tolega Norte,MONCADA,TARLAC,Tolega Norte_MONCADA_TARLAC
116417,Tolega Sur,MONCADA,TARLAC,Tolega Sur_MONCADA_TARLAC
116418,Villa,MONCADA,TARLAC,Villa_MONCADA_TARLAC
116419,PANIQUI,TARLAC,REGION III (CENTRAL LUZON),PANIQUI_TARLAC_REGION III (CENTRAL LUZON)
116420,Abogado,PANIQUI,TARLAC,Abogado_PANIQUI_TARLAC
116421,Macalpiay,PASTRANA,LEYTE,Macalpiay_PASTRANA_LEYTE
116422,Malitbogay,PASTRANA,LEYTE,Malitbogay_PASTRANA_LEYTE
116423,Manaybanay,PASTRANA,LEYTE,Manaybanay_PASTRANA_LEYTE
116424,Maricum,PASTRANA,LEYTE,Maricum_PASTRANA_LEYTE
116425,Patong,PASTRANA,LEYTE,Patong_PASTRANA_LEYTE
116426,District 1 (Pob.),PASTRANA,LEYTE,District 1 (Pob.)_PASTRANA_LEYTE
116427,District 2 (Pob.),PASTRANA,LEYTE,District 2 (Pob.)_PASTRANA_LEYTE
116428,District 3 (Pob.),PASTRANA,LEYTE,District 3 (Pob.)_PASTRANA_LEYTE
116429,District 4 (Pob.),PASTRANA,LEYTE,District 4 (Pob.)_PASTRANA_LEYTE
116430,Sapsap,PASTRANA,LEYTE,Sapsap_PASTRANA_LEYTE
116431,Tigbao,LOBOC,BOHOL,Tigbao_LOBOC_BOHOL
116432,Ugpong,LOBOC,BOHOL,Ugpong_LOBOC_BOHOL
116433,Valladolid,LOBOC,BOHOL,Valladolid_LOBOC_BOHOL
116434,Villaflor,LOBOC,BOHOL,Villaflor_LOBOC_BOHOL
116435,LOON,BOHOL,REGION VII (CENTRAL VISAYAS),LOON_BOHOL_REGION VII (CENTRAL VISAYAS)
116436,Agsoso,LOON,BOHOL,Agsoso_LOON_BOHOL
116437,Badbad Occidental,LOON,BOHOL,Badbad Occidental_LOON_BOHOL
116438,Badbad Oriental,LOON,BOHOL,Badbad Oriental_LOON_BOHOL
116439,Bagacay Katipunan,LOON,BOHOL,Bagacay Katipunan_LOON_BOHOL
116440,Bagacay Kawayan,LOON,BOHOL,Bagacay Kawayan_LOON_BOHOL
116441,Lanat,SAN MANUEL,TARLAC,Lanat_SAN MANUEL_TARLAC
116442,Legaspi,SAN MANUEL,TARLAC,Legaspi_SAN MANUEL_TARLAC
116443,Mangandingay,SAN MANUEL,TARLAC,Mangandingay_SAN MANUEL_TARLAC
116444,Matarannoc,SAN MANUEL,TARLAC,Matarannoc_SAN MANUEL_TARLAC
116445,Pacpaco,SAN MANUEL,TARLAC,Pacpaco_SAN MANUEL_TARLAC
116446,Poblacion,SAN MANUEL,TARLAC,Poblacion_SAN MANUEL_TARLAC
116447,Salcedo,SAN MANUEL,TARLAC,Salcedo_SAN MANUEL_TARLAC
116448,San Agustin,SAN MANUEL,TARLAC,San Agustin_SAN MANUEL_TARLAC
116449,San Felipe,SAN MANUEL,TARLAC,San Felipe_SAN MANUEL_TARLAC
